xmin	xmax	key	showSelected1	PANEL	group
20.5	21.5	2012-07-20T18:30:00Z	July 2012	2	42
21.5	22.5	2012-07-21T18:30:00Z	July 2012	2	42
27.5	28.5	2012-07-27T18:30:00Z	July 2012	2	42
28.5	29.5	2012-07-28T18:30:00Z	July 2012	2	42
3.5	4.5	2012-08-03T18:30:00Z	August 2012	2	43
4.5	5.5	2012-08-04T18:30:00Z	August 2012	2	43
10.5	11.5	2012-08-10T18:30:00Z	August 2012	2	43
11.5	12.5	2012-08-11T18:30:00Z	August 2012	2	43
17.5	18.5	2012-08-17T18:30:00Z	August 2012	2	43
18.5	19.5	2012-08-18T18:30:00Z	August 2012	2	43
24.5	25.5	2012-08-24T18:30:00Z	August 2012	2	43
25.5	26.5	2012-08-25T18:30:00Z	August 2012	2	43
0.5	1.5	2012-08-31T18:30:00Z	September 2012	2	44
1.5	2.5	2012-09-01T18:30:00Z	September 2012	2	44
7.5	8.5	2012-09-07T18:30:00Z	September 2012	2	44
8.5	9.5	2012-09-08T18:30:00Z	September 2012	2	44
14.5	15.5	2012-09-14T18:30:00Z	September 2012	2	44
15.5	16.5	2012-09-15T18:30:00Z	September 2012	2	44
21.5	22.5	2012-09-21T18:30:00Z	September 2012	2	44
22.5	23.5	2012-09-22T18:30:00Z	September 2012	2	44
28.5	29.5	2012-09-28T18:30:00Z	September 2012	2	44
29.5	30.5	2012-09-29T18:30:00Z	September 2012	2	44
5.5	6.5	2012-10-05T18:30:00Z	October 2012	2	45
6.5	7.5	2012-10-06T18:30:00Z	October 2012	2	45
12.5	13.5	2012-10-12T18:30:00Z	October 2012	2	45
13.5	14.5	2012-10-13T18:30:00Z	October 2012	2	45
19.5	20.5	2012-10-19T18:30:00Z	October 2012	2	45
20.5	21.5	2012-10-20T18:30:00Z	October 2012	2	45
26.5	27.5	2012-10-26T18:30:00Z	October 2012	2	45
27.5	28.5	2012-10-27T18:30:00Z	October 2012	2	45
2.5	3.5	2012-11-02T18:30:00Z	November 2012	2	46
3.5	4.5	2012-11-03T18:30:00Z	November 2012	2	46
9.5	10.5	2012-11-09T18:30:00Z	November 2012	2	46
10.5	11.5	2012-11-10T18:30:00Z	November 2012	2	46
16.5	17.5	2012-11-16T18:30:00Z	November 2012	2	46
17.5	18.5	2012-11-17T18:30:00Z	November 2012	2	46
23.5	24.5	2012-11-23T18:30:00Z	November 2012	2	46
24.5	25.5	2012-11-24T18:30:00Z	November 2012	2	46
0.5	1.5	2012-11-30T18:30:00Z	December 2012	2	47
1.5	2.5	2012-12-01T18:30:00Z	December 2012	2	47
7.5	8.5	2012-12-07T18:30:00Z	December 2012	2	47
8.5	9.5	2012-12-08T18:30:00Z	December 2012	2	47
14.5	15.5	2012-12-14T18:30:00Z	December 2012	2	47
15.5	16.5	2012-12-15T18:30:00Z	December 2012	2	47
21.5	22.5	2012-12-21T18:30:00Z	December 2012	2	47
22.5	23.5	2012-12-22T18:30:00Z	December 2012	2	47
28.5	29.5	2012-12-28T18:30:00Z	December 2012	2	47
29.5	30.5	2012-12-29T18:30:00Z	December 2012	2	47
4.5	5.5	2013-01-04T18:30:00Z	January 2013	2	48
5.5	6.5	2013-01-05T18:30:00Z	January 2013	2	48
11.5	12.5	2013-01-11T18:30:00Z	January 2013	2	48
12.5	13.5	2013-01-12T18:30:00Z	January 2013	2	48
18.5	19.5	2013-01-18T18:30:00Z	January 2013	2	48
19.5	20.5	2013-01-19T18:30:00Z	January 2013	2	48
25.5	26.5	2013-01-25T18:30:00Z	January 2013	2	48
26.5	27.5	2013-01-26T18:30:00Z	January 2013	2	48
1.5	2.5	2013-02-01T18:30:00Z	February 2013	2	49
2.5	3.5	2013-02-02T18:30:00Z	February 2013	2	49
8.5	9.5	2013-02-08T18:30:00Z	February 2013	2	49
9.5	10.5	2013-02-09T18:30:00Z	February 2013	2	49
15.5	16.5	2013-02-15T18:30:00Z	February 2013	2	49
16.5	17.5	2013-02-16T18:30:00Z	February 2013	2	49
22.5	23.5	2013-02-22T18:30:00Z	February 2013	2	49
23.5	24.5	2013-02-23T18:30:00Z	February 2013	2	49
1.5	2.5	2013-03-01T18:30:00Z	March 2013	2	50
2.5	3.5	2013-03-02T18:30:00Z	March 2013	2	50
8.5	9.5	2013-03-08T18:30:00Z	March 2013	2	50
9.5	10.5	2013-03-09T18:30:00Z	March 2013	2	50
15.5	16.5	2013-03-15T18:30:00Z	March 2013	2	50
16.5	17.5	2013-03-16T18:30:00Z	March 2013	2	50
22.5	23.5	2013-03-22T18:30:00Z	March 2013	2	50
23.5	24.5	2013-03-23T18:30:00Z	March 2013	2	50
29.5	30.5	2013-03-29T18:30:00Z	March 2013	2	50
30.5	31.5	2013-03-30T18:30:00Z	March 2013	2	50
5.5	6.5	2013-04-05T18:30:00Z	April 2013	2	51
6.5	7.5	2013-04-06T18:30:00Z	April 2013	2	51
12.5	13.5	2013-04-12T18:30:00Z	April 2013	2	51
13.5	14.5	2013-04-13T18:30:00Z	April 2013	2	51
19.5	20.5	2013-04-19T18:30:00Z	April 2013	2	51
20.5	21.5	2013-04-20T18:30:00Z	April 2013	2	51
26.5	27.5	2013-04-26T18:30:00Z	April 2013	2	51
27.5	28.5	2013-04-27T18:30:00Z	April 2013	2	51
3.5	4.5	2013-05-03T18:30:00Z	May 2013	2	52
4.5	5.5	2013-05-04T18:30:00Z	May 2013	2	52
10.5	11.5	2013-05-10T18:30:00Z	May 2013	2	52
11.5	12.5	2013-05-11T18:30:00Z	May 2013	2	52
17.5	18.5	2013-05-17T18:30:00Z	May 2013	2	52
18.5	19.5	2013-05-18T18:30:00Z	May 2013	2	52
24.5	25.5	2013-05-24T18:30:00Z	May 2013	2	52
25.5	26.5	2013-05-25T18:30:00Z	May 2013	2	52
0.5	1.5	2013-05-31T18:30:00Z	June 2013	2	53
1.5	2.5	2013-06-01T18:30:00Z	June 2013	2	53
7.5	8.5	2013-06-07T18:30:00Z	June 2013	2	53
8.5	9.5	2013-06-08T18:30:00Z	June 2013	2	53
14.5	15.5	2013-06-14T18:30:00Z	June 2013	2	53
15.5	16.5	2013-06-15T18:30:00Z	June 2013	2	53
21.5	22.5	2013-06-21T18:30:00Z	June 2013	2	53
22.5	23.5	2013-06-22T18:30:00Z	June 2013	2	53
28.5	29.5	2013-06-28T18:30:00Z	June 2013	2	53
29.5	30.5	2013-06-29T18:30:00Z	June 2013	2	53
5.5	6.5	2013-07-05T18:30:00Z	July 2013	2	54
6.5	7.5	2013-07-06T18:30:00Z	July 2013	2	54
12.5	13.5	2013-07-12T18:30:00Z	July 2013	2	54
13.5	14.5	2013-07-13T18:30:00Z	July 2013	2	54
19.5	20.5	2013-07-19T18:30:00Z	July 2013	2	54
20.5	21.5	2013-07-20T18:30:00Z	July 2013	2	54
26.5	27.5	2013-07-26T18:30:00Z	July 2013	2	54
27.5	28.5	2013-07-27T18:30:00Z	July 2013	2	54
2.5	3.5	2013-08-02T18:30:00Z	August 2013	2	55
3.5	4.5	2013-08-03T18:30:00Z	August 2013	2	55
9.5	10.5	2013-08-09T18:30:00Z	August 2013	2	55
10.5	11.5	2013-08-10T18:30:00Z	August 2013	2	55
16.5	17.5	2013-08-16T18:30:00Z	August 2013	2	55
17.5	18.5	2013-08-17T18:30:00Z	August 2013	2	55
23.5	24.5	2013-08-23T18:30:00Z	August 2013	2	55
24.5	25.5	2013-08-24T18:30:00Z	August 2013	2	55
30.5	31.5	2013-08-30T18:30:00Z	August 2013	2	55
0.5	1.5	2013-08-31T18:30:00Z	September 2013	2	56
6.5	7.5	2013-09-06T18:30:00Z	September 2013	2	56
7.5	8.5	2013-09-07T18:30:00Z	September 2013	2	56
13.5	14.5	2013-09-13T18:30:00Z	September 2013	2	56
14.5	15.5	2013-09-14T18:30:00Z	September 2013	2	56
20.5	21.5	2013-09-20T18:30:00Z	September 2013	2	56
21.5	22.5	2013-09-21T18:30:00Z	September 2013	2	56
27.5	28.5	2013-09-27T18:30:00Z	September 2013	2	56
28.5	29.5	2013-09-28T18:30:00Z	September 2013	2	56
4.5	5.5	2013-10-04T18:30:00Z	October 2013	2	57
5.5	6.5	2013-10-05T18:30:00Z	October 2013	2	57
11.5	12.5	2013-10-11T18:30:00Z	October 2013	2	57
12.5	13.5	2013-10-12T18:30:00Z	October 2013	2	57
18.5	19.5	2013-10-18T18:30:00Z	October 2013	2	57
19.5	20.5	2013-10-19T18:30:00Z	October 2013	2	57
25.5	26.5	2013-10-25T18:30:00Z	October 2013	2	57
26.5	27.5	2013-10-26T18:30:00Z	October 2013	2	57
1.5	2.5	2013-11-01T18:30:00Z	November 2013	2	58
2.5	3.5	2013-11-02T18:30:00Z	November 2013	2	58
8.5	9.5	2013-11-08T18:30:00Z	November 2013	2	58
9.5	10.5	2013-11-09T18:30:00Z	November 2013	2	58
15.5	16.5	2013-11-15T18:30:00Z	November 2013	2	58
16.5	17.5	2013-11-16T18:30:00Z	November 2013	2	58
22.5	23.5	2013-11-22T18:30:00Z	November 2013	2	58
23.5	24.5	2013-11-23T18:30:00Z	November 2013	2	58
29.5	30.5	2013-11-29T18:30:00Z	November 2013	2	58
0.5	1.5	2013-11-30T18:30:00Z	December 2013	2	59
6.5	7.5	2013-12-06T18:30:00Z	December 2013	2	59
7.5	8.5	2013-12-07T18:30:00Z	December 2013	2	59
13.5	14.5	2013-12-13T18:30:00Z	December 2013	2	59
14.5	15.5	2013-12-14T18:30:00Z	December 2013	2	59
20.5	21.5	2013-12-20T18:30:00Z	December 2013	2	59
21.5	22.5	2013-12-21T18:30:00Z	December 2013	2	59
27.5	28.5	2013-12-27T18:30:00Z	December 2013	2	59
28.5	29.5	2013-12-28T18:30:00Z	December 2013	2	59
3.5	4.5	2014-01-03T18:30:00Z	January 2014	2	60
4.5	5.5	2014-01-04T18:30:00Z	January 2014	2	60
10.5	11.5	2014-01-10T18:30:00Z	January 2014	2	60
11.5	12.5	2014-01-11T18:30:00Z	January 2014	2	60
17.5	18.5	2014-01-17T18:30:00Z	January 2014	2	60
18.5	19.5	2014-01-18T18:30:00Z	January 2014	2	60
24.5	25.5	2014-01-24T18:30:00Z	January 2014	2	60
25.5	26.5	2014-01-25T18:30:00Z	January 2014	2	60
0.5	1.5	2014-01-31T18:30:00Z	February 2014	2	61
1.5	2.5	2014-02-01T18:30:00Z	February 2014	2	61
7.5	8.5	2014-02-07T18:30:00Z	February 2014	2	61
8.5	9.5	2014-02-08T18:30:00Z	February 2014	2	61
14.5	15.5	2014-02-14T18:30:00Z	February 2014	2	61
15.5	16.5	2014-02-15T18:30:00Z	February 2014	2	61
21.5	22.5	2014-02-21T18:30:00Z	February 2014	2	61
22.5	23.5	2014-02-22T18:30:00Z	February 2014	2	61
0.5	1.5	2014-02-28T18:30:00Z	March 2014	2	62
1.5	2.5	2014-03-01T18:30:00Z	March 2014	2	62
7.5	8.5	2014-03-07T18:30:00Z	March 2014	2	62
8.5	9.5	2014-03-08T18:30:00Z	March 2014	2	62
14.5	15.5	2014-03-14T18:30:00Z	March 2014	2	62
15.5	16.5	2014-03-15T18:30:00Z	March 2014	2	62
21.5	22.5	2014-03-21T18:30:00Z	March 2014	2	62
22.5	23.5	2014-03-22T18:30:00Z	March 2014	2	62
28.5	29.5	2014-03-28T18:30:00Z	March 2014	2	62
29.5	30.5	2014-03-29T18:30:00Z	March 2014	2	62
4.5	5.5	2014-04-04T18:30:00Z	April 2014	2	63
5.5	6.5	2014-04-05T18:30:00Z	April 2014	2	63
11.5	12.5	2014-04-11T18:30:00Z	April 2014	2	63
12.5	13.5	2014-04-12T18:30:00Z	April 2014	2	63
18.5	19.5	2014-04-18T18:30:00Z	April 2014	2	63
19.5	20.5	2014-04-19T18:30:00Z	April 2014	2	63
25.5	26.5	2014-04-25T18:30:00Z	April 2014	2	63
26.5	27.5	2014-04-26T18:30:00Z	April 2014	2	63
2.5	3.5	2014-05-02T18:30:00Z	May 2014	2	64
3.5	4.5	2014-05-03T18:30:00Z	May 2014	2	64
9.5	10.5	2014-05-09T18:30:00Z	May 2014	2	64
10.5	11.5	2014-05-10T18:30:00Z	May 2014	2	64
16.5	17.5	2014-05-16T18:30:00Z	May 2014	2	64
17.5	18.5	2014-05-17T18:30:00Z	May 2014	2	64
23.5	24.5	2014-05-23T18:30:00Z	May 2014	2	64
24.5	25.5	2014-05-24T18:30:00Z	May 2014	2	64
30.5	31.5	2014-05-30T18:30:00Z	May 2014	2	64
0.5	1.5	2014-05-31T18:30:00Z	June 2014	2	65
6.5	7.5	2014-06-06T18:30:00Z	June 2014	2	65
7.5	8.5	2014-06-07T18:30:00Z	June 2014	2	65
13.5	14.5	2014-06-13T18:30:00Z	June 2014	2	65
14.5	15.5	2014-06-14T18:30:00Z	June 2014	2	65
20.5	21.5	2014-06-20T18:30:00Z	June 2014	2	65
21.5	22.5	2014-06-21T18:30:00Z	June 2014	2	65
27.5	28.5	2014-06-27T18:30:00Z	June 2014	2	65
28.5	29.5	2014-06-28T18:30:00Z	June 2014	2	65
4.5	5.5	2014-07-04T18:30:00Z	July 2014	2	66
5.5	6.5	2014-07-05T18:30:00Z	July 2014	2	66
11.5	12.5	2014-07-11T18:30:00Z	July 2014	2	66
12.5	13.5	2014-07-12T18:30:00Z	July 2014	2	66
18.5	19.5	2014-07-18T18:30:00Z	July 2014	2	66
19.5	20.5	2014-07-19T18:30:00Z	July 2014	2	66
25.5	26.5	2014-07-25T18:30:00Z	July 2014	2	66
26.5	27.5	2014-07-26T18:30:00Z	July 2014	2	66
1.5	2.5	2014-08-01T18:30:00Z	August 2014	2	67
2.5	3.5	2014-08-02T18:30:00Z	August 2014	2	67
8.5	9.5	2014-08-08T18:30:00Z	August 2014	2	67
9.5	10.5	2014-08-09T18:30:00Z	August 2014	2	67
15.5	16.5	2014-08-15T18:30:00Z	August 2014	2	67
16.5	17.5	2014-08-16T18:30:00Z	August 2014	2	67
22.5	23.5	2014-08-22T18:30:00Z	August 2014	2	67
23.5	24.5	2014-08-23T18:30:00Z	August 2014	2	67
29.5	30.5	2014-08-29T18:30:00Z	August 2014	2	67
30.5	31.5	2014-08-30T18:30:00Z	August 2014	2	67
5.5	6.5	2014-09-05T18:30:00Z	September 2014	2	68
6.5	7.5	2014-09-06T18:30:00Z	September 2014	2	68
12.5	13.5	2014-09-12T18:30:00Z	September 2014	2	68
13.5	14.5	2014-09-13T18:30:00Z	September 2014	2	68
19.5	20.5	2014-09-19T18:30:00Z	September 2014	2	68
20.5	21.5	2014-09-20T18:30:00Z	September 2014	2	68
26.5	27.5	2014-09-26T18:30:00Z	September 2014	2	68
27.5	28.5	2014-09-27T18:30:00Z	September 2014	2	68
3.5	4.5	2014-10-03T18:30:00Z	October 2014	2	69
4.5	5.5	2014-10-04T18:30:00Z	October 2014	2	69
10.5	11.5	2014-10-10T18:30:00Z	October 2014	2	69
11.5	12.5	2014-10-11T18:30:00Z	October 2014	2	69
17.5	18.5	2014-10-17T18:30:00Z	October 2014	2	69
18.5	19.5	2014-10-18T18:30:00Z	October 2014	2	69
24.5	25.5	2014-10-24T18:30:00Z	October 2014	2	69
25.5	26.5	2014-10-25T18:30:00Z	October 2014	2	69
0.5	1.5	2014-10-31T18:30:00Z	November 2014	2	70
1.5	2.5	2014-11-01T18:30:00Z	November 2014	2	70
7.5	8.5	2014-11-07T18:30:00Z	November 2014	2	70
8.5	9.5	2014-11-08T18:30:00Z	November 2014	2	70
14.5	15.5	2014-11-14T18:30:00Z	November 2014	2	70
15.5	16.5	2014-11-15T18:30:00Z	November 2014	2	70
21.5	22.5	2014-11-21T18:30:00Z	November 2014	2	70
22.5	23.5	2014-11-22T18:30:00Z	November 2014	2	70
28.5	29.5	2014-11-28T18:30:00Z	November 2014	2	70
29.5	30.5	2014-11-29T18:30:00Z	November 2014	2	70
5.5	6.5	2014-12-05T18:30:00Z	December 2014	2	71
6.5	7.5	2014-12-06T18:30:00Z	December 2014	2	71
12.5	13.5	2014-12-12T18:30:00Z	December 2014	2	71
13.5	14.5	2014-12-13T18:30:00Z	December 2014	2	71
19.5	20.5	2014-12-19T18:30:00Z	December 2014	2	71
20.5	21.5	2014-12-20T18:30:00Z	December 2014	2	71
26.5	27.5	2014-12-26T18:30:00Z	December 2014	2	71
27.5	28.5	2014-12-27T18:30:00Z	December 2014	2	71
